Timestamp,language_select,city,vienna_district,vienna_street,graz_district,graz_street,country,city_other,zip_other,other_street,freq_work,freq_services,freq_leisure,freq_oth,duration_work_walk,duration_work_pt,duration_work_ice,duration_work_ev,duration_work_taxi,duration_work_carsh,duration_work_motor,duration_work_bike,duration_work_ebike,duration_work_bikesh,duration_work_scooter,duration_work_scootersh,duration_services_walk,duration_services_pt,duration_services_ice,duration_services_ev,duration_services_taxi,duration_services_carsh,duration_services_motor,duration_services_bike,duration_services_ebike,duration_services_bikesh,duration_services_scooter,duration_services_scootersh,duration_leisure_walk,duration_leisure_pt,duration_leisure_ice,duration_leisure_ev,duration_leisure_taxi,duration_leisure_carsh,duration_leisure_motor,duration_leisure_bike,duration_leisure_ebike,duration_leisure_bikesh,duration_leisure_scooter,duration_leisure_scootersh,freq_activemob,prevent_distance,prevent_safety,prevent_time,prevent_weather,prevent_physical,prevent_inconvenience,prevent_knowledge,prevent_amenities,prevent_pollution,prevent_other,improve_calming,improve_safety,improve_protectedbl,improve_pedestrianz,improve_sidewalk,improve_connection,improve_parking,improve_sercvices,improve_green,improve_amenities,improve_shared,improve_water,improve_air,improve_info,improve_other,switch_improve,priority_green,priority_safety,priority_scenic,priority_distance,priority_time,priority_amenities,outcome_health,outcome_environment,outcome_cost,outcome_comforttime,outcome_wellbeing,outcome_social,outcome_congestion,outcome_other,state_district,state_city,switch_improve_freq,kn_env_climate,kn_env_action,kn_subj_car,kn_actm_air,kn_actm_health,aw_env_climate,aw_env_future,aw_subj_ecotrans,aw_subj_transmode,kn_subj_exercise,kn_health_air,kn_health_warnings,pn_eco_climate,pn_eco_nature,pn_eco_protect,pn_health_activity,pn_health_lifestlye,pn_health_wellbeing,pn_general_social,pn_general_urbanenv,sn_peers,sn_community,sn_friends,sn_colleagues,sn_neighbors,sn_city,pn_time_traffic,pbc_shared,pbc_info,pbc_safety,pbc_affordable,pbc_prioritization,pbc_community,pbc_green,pbc_air,gender,age,education,household,employment,income
04-06-25 23:28,1,3,,,,,,,,,5.5,3.5,3.5,,0,0,0,0,0,0,0,33,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5.5,,,,,,,,,,,5,4,3,5,3,5,5,4,3,3,3,3,5,4,,,2,2,2,5,5,1,4,5,5,4,3,2,1,,2,2,3,5,4,5,5,5,3,3,4,1,5,5,3,4,4,4,4,4,4,3,5,3,2,3,5,4,3,5,1,1,4,1,5,5,3,4,1,40,5,1,1,4500
05-06-25 9:24,1,1,2,,,,,,,,0,5.5,3.5,,33,33,0,0,33,15,33,33,0,0,0,0,15,33,0,0,0,0,15,33,0,0,0,0,15,33,0,0,0,0,15,33,0,0,0,0,8.5,,,,,,,,,,,5,4,5,5,4,3,3,3,4,4,3,3,4,4,,,4,5,4,3,3,1,4,4,3,5,4,3,4,,4,4,4,5,5,5,5,4,4,5,3,4,5,5,4,5,5,5,5,5,5,4,5,5,4,2,3,3,3,4,2,2,4,3,4,3,3,3,1,50,4,1,2,99
05-06-25 11:20,1,1,20,,,,,,,,3.5,3.5,3.5,,0,0,33,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,52,33,33,0,0,0,0,15,0,0,0,0,3.5,5,4,2,3,4,3,1,3,2,,2,5,5,5,4,4,3,4,4,4,3,4,4,4,,4,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,4,5,1,1,1,1,1,1,4,3,3,5,2,2,4,4,4,1,40,4,2,1,5500
05-06-25 12:15,1,3,,,,,,,,,5.5,3.5,1.5,,70,52,15,0,0,0,0,33,0,33,0,0,15,33,15,0,0,0,0,15,0,15,0,0,5,52,33,0,0,0,0,15,0,15,0,0,3.5,4,2,4,4,1,5,1,2,1,,3,4,4,3,3,4,3,4,5,4,4,3,3,4,,4,,,,,,,,,,,,,,,,,,5,5,4,5,4,3,4,3,3,5,2,3,3,4,3,5,5,5,3,4,2,2,2,3,2,2,4,4,4,4,3,4,4,4,3,1,30,5,2,1,7000
05-06-25 12:16,1,1,11,,,,,,,,5.5,3.5,5.5,,15,5,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,33,0,0,0,0,8.5,,,,,,,,,,,4,3,5,4,5,3,5,4,5,3,3,4,5,5,,,4,4,2,2,4,4,5,5,5,5,5,4,5,,3,4,4,5,5,5,5,5,4,4,5,1,5,3,5,4,3,3,5,5,5,2,5,1,1,2,2,1,4,4,2,4,4,1,5,1,2,3,0,21,4,2,6,3500
05-06-25 12:27,1,1,2,,,,,,,,3.5,3.5,3.5,,15,52,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,5,0,0,15,15,0,0,5,0,0,0,0,5,0,0,8.5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,5,2,5,5,3,4,3,5,1,2,3,1,,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,4,3,3,3,2,2,1,1,1,1,5,5,5,5,1,5,5,5,5,1,21,3,1,6,600
05-06-25 13:08,1,1,17,,,,,,,,5.5,5.5,3.5,,70,33,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,52,33,0,0,0,0,0,0,0,0,0,0,1.5,5,5,5,5,1,5,4,4,1,,2,4,4,4,4,4,4,2,4,4,4,2,2,4,,4,,,,,,,,,,,,,,,,,,4,3,3,2,4,2,3,4,2,4,2,2,2,2,2,4,4,4,4,4,2,3,3,3,3,1,1,4,4,4,4,4,1,3,1,0,30,5,2,1,4500
05-06-25 19:11,2,1,3,,,,,,,,3.5,1.5,1.5,,15,33,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,3.5,5,4,5,4,2,3,3,1,2,,3,4,5,5,5,2,4,5,5,3,2,4,4,4,,4,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,4,5,5,5,3,4,5,5,5,5,5,5,3,5,4,4,3,4,2,2,3,1,3,5,1,5,3,4,3,0,30,4,,1,2400
09-06-25 17:22,2,1,7,,,,,,,,8.5,8.5,5.5,,5,33,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,8.5,,,,,,,,,,,4,4,3,4,4,4,3,5,4,4,3,3,4,4,,,2,3,2,4,4,5,4,4,4,4,4,3,3,,4,4,4,5,4,4,4,5,4,5,5,5,5,3,4,5,4,5,5,5,5,4,4,5,4,5,3,4,3,4,3,3,4,4,4,3,3,3,0,40,2,,1,3500
09-06-25 23:37,1,3,,,,,,,,,5.5,1.5,1.5,,5,33,15,15,0,0,0,0,0,0,0,0,5,0,15,15,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,4,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,4,2,1,2,3,1,1,1,1,1,1,4,1,4,3,1,1,1,1,1,1,1,5,4,3,3,1,1,1,1,1,1,1,1,1,1,40,3,1,1,7000
10-06-25 10:27,1,1,10,,,,,,,,5.5,5.5,3.5,,15,33,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,3.5,5,1,5,5,1,5,1,1,1,,4,3,5,5,3,4,3,5,5,4,3,3,4,4,,3,,,,,,,,,,,,,,,,,,5,5,4,5,5,4,5,4,2,5,5,5,3,4,4,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,0,30,4,1,6,2400
10-06-25 11:59,1,3,,,,,,,,,0,8.5,8.5,,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,0,5.5,,,,,,,,,,,4,4,5,5,5,3,4,4,4,4,3,3,4,3,,,4,3,3,4,2,3,4,4,4,4,4,3,3,,4,3,4,4,4,3,5,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,3,3,4,4,4,3,4,3,1,75,5,1,5,3500
10-06-25 19:33,1,3,,,,,,,,,1.5,3.5,3.5,,5,70,0,0,0,0,0,33,0,0,0,0,15,0,0,0,0,0,0,33,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,5.5,,,,,,,,,,,3,3,4,3,3,4,1,4,3,3,2,2,4,4,,,2,2,2,5,5,1,3,2,2,5,3,1,1,,4,4,,4,4,4,4,2,2,3,2,3,4,4,2,4,2,2,4,4,4,1,4,1,3,3,2,3,4,4,1,2,3,1,2,2,2,3,99,40,5,1,1,3500
10-06-25 22:11,1,3,,,,,,,,,8.5,1.5,5.5,,52,70,0,0,0,0,0,70,0,0,0,0,33,0,0,0,0,0,0,52,0,0,0,0,33,70,0,0,0,0,0,52,0,0,0,0,8.5,,,,,,,,,,,5,5,5,5,5,5,5,3,5,5,4,5,5,5,,,4,4,4,4,3,4,4,5,5,5,5,4,5,,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,3,5,3,5,5,1,30,4,1,6,1350
10-06-25 22:54,1,1,18,,,,,,,,3.5,3.5,1.5,,15,52,0,0,0,0,0,0,0,5,0,0,33,5,0,0,0,0,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,8.5,,,,,,,,,,,3,4,5,4,3,4,2,2,3,3,3,2,2,3,,,3,4,2,3,3,2,5,5,5,3,5,3,4,,3,4,4,5,4,5,4,4,4,5,4,2,4,3,4,4,3,4,4,4,4,3,4,2,2,2,2,2,2,2,3,4,5,2,4,1,3,2,1,40,5,3,1,4500
11-06-25 14:46,1,1,10,,,,,,,,3.5,5.5,1.5,,15,15,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,0,5,15,0,0,5,0,0,15,0,0,0,0,3.5,5,3,1,2,1,1,3,2,1,,5,4,5,5,5,5,3,4,5,4,4,3,3,4,,5,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,4,3,3,4,3,2,4,4,4,5,3,5,4,4,3,0,40,5,1,1,3500
11-06-25 14:54,1,3,,,,,,,,,5.5,5.5,3.5,,0,33,33,0,0,0,0,0,0,0,0,0,5,0,33,0,33,0,0,0,0,0,0,0,0,0,52,0,33,0,0,0,0,0,0,0,0,2,5,1,2,1,3,1,4,5,,5,4,5,5,5,5,5,5,4,3,3,1,5,4,,4,,,,,,,,,,,,,,,,,,5,5,4,3,4,4,4,4,4,4,5,4,3,3,4,4,3,4,4,4,4,1,1,1,1,1,3,3,3,5,3,5,4,5,5,0,30,4,3,6,99
12-06-25 10:12,2,2,,,1,,,,,,5.5,5.5,5.5,,15,15,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,8.5,,,,,,,,,,,4,4,4,5,5,4,4,4,5,4,4,4,5,5,,,3,4,3,4,4,3,3,4,4,4,4,3,3,,4,4,,4,4,4,5,5,4,5,4,3,3,4,3,3,3,3,4,4,4,3,4,3,3,3,4,3,4,3,3,3,4,4,4,3,5,3,1,21,3,,,1350
12-06-25 10:36,2,2,,,3,,,,,,5.5,5.5,5.5,,5,15,0,0,0,0,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,8.5,,,,,,,,,,,2,4,2,4,5,5,2,3,3,1,1,4,5,5,,,2,2,2,5,4,4,3,2,1,5,4,1,1,,4,3,4,5,5,3,4,4,4,5,3,3,5,5,5,3,4,4,5,5,5,4,5,5,4,5,5,4,4,5,1,4,4,5,4,1,1,5,1,30,3,,6,
12-06-25 11:44,2,2,,,3,,,,,,8.5,5.5,3.5,,15,5,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,5.5,,,,,,,,,,,4,4,3,4,3,5,3,3,5,3,3,3,5,3,,,5,3,5,5,5,2,5,5,3,3,5,3,4,,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,4,3,3,4,5,4,3,4,4,5,3,4,5,0,21,2,,6,1350
12-06-25 12:25,2,2,,,2,,,,,,3.5,3.5,3.5,,33,15,5,0,0,0,0,15,0,0,0,0,5,15,15,0,0,0,0,15,0,0,0,0,0,0,33,0,0,0,0,15,0,0,0,0,3.5,4,3,4,4,4,4,3,5,3,,2,4,4,4,4,4,1,4,4,4,4,4,4,4,,4,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,0,50,4,,1,3500
12-06-25 12:43,2,2,,,8,,,,,,8.5,8.5,8.5,,33,0,52,70,0,0,0,0,0,0,0,0,52,0,33,52,0,0,0,0,0,0,0,0,52,0,33,52,0,0,0,0,0,0,0,0,5.5,,,,,,,,,,,1,3,3,3,3,3,1,4,4,3,3,4,4,3,,,4,5,4,2,4,2,4,3,4,3,4,4,3,,4,3,4,3,3,3,3,3,2,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,3,1,67,5,,2,99
12-06-25 13:40,2,2,,,12,,,,,,5.5,1.5,1.5,,52,33,0,0,0,0,0,33,0,0,15,0,33,15,0,0,0,0,0,15,0,0,15,0,52,33,0,0,0,0,0,15,0,0,15,0,1.5,4,2,4,4,2,5,1,2,1,,4,4,5,5,5,5,5,5,5,5,5,5,5,3,,5,,,,,,,,,,,,,,,,,,5,5,4,5,5,4,5,5,5,5,5,3,5,4,5,5,5,5,4,5,4,4,5,4,4,2,3,2,2,5,4,5,3,4,3,0,21,2,,1,1350
12-06-25 13:44,2,2,,,15,,,,,,8.5,1.5,3.5,,5,0,70,0,0,0,0,5,0,0,0,0,5,0,52,0,0,0,0,5,0,0,0,0,52,0,70,0,0,0,0,33,0,0,0,0,1.5,3,4,5,3,3,3,3,3,3,,3,5,5,3,3,3,1,5,3,5,3,3,3,3,,3,,,,,,,,,,,,,,,,,,5,5,3,5,5,1,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,5,1,3,1,1,1,0,40,2,,2,4500
12-06-25 14:20,2,2,,,12,,,,,,1.5,3.5,5.5,,5,70,70,0,33,0,0,0,0,0,0,0,5,5,70,0,0,0,0,0,0,0,0,0,33,15,70,0,0,0,0,0,0,0,0,0,1.5,5,3,5,5,4,5,2,2,2,,2,1,3,3,3,2,1,3,3,4,2,3,4,4,,3,,,,,,,,,,,,,,,,,,5,4,1,3,3,2,3,3,2,4,4,4,3,3,3,4,4,5,3,3,3,3,3,3,3,3,2,3,3,3,1,1,2,2,3,1,60,4,,2,99
12-06-25 15:40,2,2,,,7,,,,,,3.5,8.5,1.5,,33,15,5,5,15,0,5,15,15,0,0,0,33,5,5,5,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,4,1,5,5,1,5,4,1,1,,1,1,1,1,1,1,1,5,4,1,1,1,1,1,,2,,,,,,,,,,,,,,,,,,4,3,3,4,3,1,4,4,3,4,4,4,3,4,4,4,4,3,2,2,2,2,2,2,2,2,2,1,4,4,1,1,1,4,4,0,50,2,,1,10000
12-06-25 16:33,2,2,,,10,,,,,,5.5,5.5,5.5,,15,15,15,0,0,0,0,5,0,0,0,0,33,33,15,0,0,0,0,15,0,0,0,0,15,0,33,0,0,0,0,0,0,0,0,0,5.5,,,,,,,,,,,3,4,5,4,4,5,3,5,5,5,2,3,3,5,,,5,5,5,5,5,4,3,3,4,4,5,4,4,,3,3,5,5,5,5,5,3,3,5,5,5,5,3,5,4,4,4,4,5,5,5,5,5,5,4,2,2,2,4,5,4,5,3,3,2,4,3,1,30,5,,1,4500
12-06-25 17:05,2,2,,,8,,,,,,0,0,1.5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,15,15,5,5,5,5,5,15,5,5,5,3.5,2,2,2,2,1,2,1,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,3,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,75,2,,5,1350
12-06-25 19:46,2,2,,,1,,,,,,8.5,3.5,5.5,,33,15,5,5,0,0,0,0,0,0,0,0,5,0,15,15,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3.5,4,2,4,3,1,2,1,1,1,,4,4,5,4,3,5,3,4,5,4,3,3,3,4,,4,,,,,,,,,,,,,,,,,,5,5,5,5,4,4,5,4,4,5,3,5,4,4,4,4,4,5,3,4,3,2,2,3,2,2,4,3,4,4,4,5,4,4,3,1,30,4,,1,3500
12-06-25 20:26,2,2,,,7,,,,,,5.5,1.5,3.5,,0,33,15,15,0,0,15,0,15,0,15,0,0,33,15,15,70,70,15,0,15,0,15,0,0,33,15,15,0,0,15,0,15,0,15,0,1.5,5,5,5,5,4,4,3,4,2,,4,4,5,3,3,4,1,4,4,3,4,4,4,4,,4,,,,,,,,,,,,,,,,,,4,4,3,3,3,2,4,2,3,5,5,3,2,4,4,4,4,3,1,3,3,4,3,3,3,2,1,5,5,5,1,1,1,3,4,1,50,5,,2,99
12-06-25 22:04,2,2,,,8,,,,,,0,3.5,3.5,,5,33,15,0,0,0,0,0,0,0,0,0,15,33,33,0,0,0,0,0,0,0,0,0,15,0,70,0,0,0,0,0,0,0,0,0,1.5,3,3,3,4,4,4,4,4,3,,2,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,4,3,1,1,2,1,2,2,1,4,4,5,1,1,2,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,75,5,,5,4500
12-06-25 22:20,1,2,,,4,,,,,,5.5,1.5,3.5,,33,52,0,0,0,0,0,33,0,0,0,0,5,33,52,0,0,0,0,0,0,0,0,0,5,0,52,0,0,0,0,0,0,0,0,0,3.5,2,1,3,1,3,2,1,2,2,,1,3,2,2,3,1,3,1,3,2,4,1,2,1,,4,,,,,,,,,,,,,,,,,,3,4,2,2,1,4,3,3,3,4,2,2,2,4,4,3,5,3,3,4,3,4,2,5,4,3,4,1,2,1,2,1,2,1,3,1,21,3,1,6,99
12-06-25 22:31,2,2,,,1,,,,,,8.5,5.5,3.5,,5,5,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,33,33,33,33,33,33,33,33,33,33,8.5,,,,,,,,,,,1,1,4,3,3,5,1,3,4,4,1,1,1,1,,,4,3,3,5,5,1,3,4,5,3,3,3,5,,4,4,4,5,5,3,4,4,1,5,4,4,3,4,5,4,4,5,4,3,3,2,5,3,3,5,4,4,4,4,1,1,2,1,4,1,1,1,1,30,3,,6,99
13-06-25 8:41,2,2,,,7,,,,,,1.5,3.5,3.5,,15,5,33,5,15,5,5,5,5,5,5,5,5,15,52,5,15,5,5,5,5,5,5,5,5,15,33,5,5,5,5,5,5,5,5,5,3.5,5,4,4,4,2,4,4,3,5,,2,3,5,5,4,4,1,3,2,2,2,4,4,5,,3,,,,,,,,,,,,,,,,,,4,5,4,4,3,4,5,3,2,4,1,2,4,4,5,5,5,5,5,5,5,5,4,3,4,3,3,4,4,5,3,1,2,3,3,0,75,4,,5,3500
13-06-25 8:44,2,2,,,6,,,,,,1.5,1.5,1.5,,15,0,33,0,0,0,0,33,0,0,0,0,15,15,15,0,0,0,0,15,0,0,0,0,15,15,15,0,0,0,0,15,0,0,0,0,8.5,,,,,,,,,,,5,5,5,5,5,5,5,3,5,5,3,5,5,5,,,5,5,5,5,5,2,5,5,5,5,5,5,5,,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,3,5,3,5,5,0,30,2,,4,2400
13-06-25 9:12,1,1,13,,,,,,,,1.5,3.5,3.5,,5,5,33,5,5,5,5,5,5,5,5,5,5,5,33,5,5,5,5,5,5,5,5,5,33,5,15,5,5,5,5,5,5,5,5,5,3.5,5,5,5,4,1,5,1,1,1,,5,5,5,5,5,5,1,1,4,4,4,4,2,4,,4,,,,,,,,,,,,,,,,,,5,5,4,4,4,3,4,5,4,5,3,4,4,5,5,5,5,5,4,5,4,4,2,3,2,2,2,4,4,5,4,4,4,5,3,0,50,3,2,1,99
13-06-25 9:13,2,2,,,3,,,,,,5.5,5.5,5.5,,52,15,15,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,15,5,0,0,0,0,0,5,0,0,0,0,8.5,,,,,,,,,,,4,4,5,4,4,4,3,3,4,5,3,2,4,3,,,4,5,3,4,4,3,4,5,5,5,5,3,4,,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,3,4,3,3,5,3,5,3,3,5,0,21,3,,1,2400
13-06-25 9:44,2,2,,,2,,,,,,5.5,3.5,5.5,,5,0,0,0,0,0,0,33,0,0,0,0,15,0,0,0,0,0,0,33,0,0,0,0,15,0,0,0,0,0,0,52,0,0,0,0,8.5,,,,,,,,,,,3,4,5,5,5,5,3,4,5,5,3,3,4,3,,,3,5,3,4,4,3,5,5,5,5,5,4,4,,3,3,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,3,5,5,5,3,3,3,3,5,3,3,4,3,5,3,5,4,0,30,3,,1,2400
13-06-25 9:46,2,3,,,,,,,,,3.5,5.5,3.5,,5,15,33,0,0,0,0,15,0,0,0,0,15,0,33,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,1.5,5,3,5,5,2,5,1,1,2,,1,3,4,1,3,2,1,4,4,3,4,3,3,4,,4,,,,,,,,,,,,,,,,,,4,4,3,5,4,3,4,3,3,5,3,4,3,3,3,5,5,5,1,3,1,2,2,3,1,3,1,3,3,3,1,1,1,1,3,0,40,3,,1,2400
13-06-25 9:50,2,3,,,,,,,,,5.5,1.5,8.5,,5,33,5,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,70,0,0,0,0,1.5,5,4,5,3,3,5,3,5,2,,5,5,5,5,5,5,5,5,5,5,5,4,5,5,,5,,,,,,,,,,,,,,,,,,5,5,5,5,5,3,5,5,2,5,4,4,4,5,5,5,5,5,4,4,3,3,3,4,3,4,4,4,4,5,4,5,3,4,4,1,50,2,,1,99
13-06-25 10:11,1,3,,,,,,,,,3.5,1.5,1.5,,0,52,0,0,0,0,0,0,33,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,15,33,0,0,0,0,0,0,15,0,0,0,8.5,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,2,4,2,5,4,4,4,4,4,4,4,4,4,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,40,5,3,1,4500
13-06-25 10:35,1,3,,,,,,,,,3.5,1.5,3.5,,15,0,0,5,0,0,0,0,15,0,0,0,33,15,0,5,5,0,0,15,0,15,0,0,33,15,0,52,15,0,0,0,0,15,0,0,5.5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,2,4,4,,,5,4,5,3,3,4,4,5,5,4,4,3,3,,2,3,5,5,5,3,5,5,3,5,4,3,4,4,4,4,4,5,5,5,5,4,5,4,3,3,4,4,2,4,4,4,4,5,5,5,5,5,1,30,5,2,1,4500
13-06-25 11:43,2,2,,,6,,,,,,5.5,3.5,8.5,,0,0,33,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,0,5,0,0,0,0,15,5,0,0,0,0,0,15,0,0,0,0,5.5,,,,,,,,,,,2,4,5,4,1,2,1,5,4,4,2,2,1,3,,,3,4,3,5,5,3,5,5,4,4,3,3,4,,4,5,2,5,5,4,5,3,4,4,5,3,5,4,5,5,4,5,5,5,5,3,5,3,5,3,5,3,4,4,1,2,3,3,2,1,1,1,0,21,3,,1,4500
13-06-25 12:45,2,2,,,5,,,,,,8.5,5.5,5.5,,5,0,52,0,0,0,0,15,33,33,33,33,5,5,33,0,0,0,0,70,0,0,0,0,70,33,70,0,0,0,0,70,0,0,0,0,5.5,,,,,,,,,,,3,4,5,4,4,5,3,3,4,3,2,4,5,3,,,5,4,5,2,2,3,5,5,4,4,5,5,5,,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,4,4,4,4,3,5,5,1,60,5,,1,99
13-06-25 13:23,1,3,,,,,,,,,5.5,5.5,5.5,,0,0,0,0,0,0,0,33,33,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,15,33,0,0,0,0,0,15,15,0,0,0,8.5,,,,,,,,,,,5,4,4,5,5,4,3,5,5,2,1,2,4,1,,,5,5,5,2,2,2,5,4,1,4,5,4,1,,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,3,3,2,1,5,1,1,5,5,5,3,3,4,1,60,5,4,1,99
13-06-25 20:13,2,2,,,7,,,,,,5.5,1.5,1.5,,0,0,70,0,0,0,0,0,0,0,0,0,5,5,33,0,0,0,0,5,0,0,0,0,70,0,70,0,0,0,0,70,0,0,0,0,1.5,4,3,4,3,5,2,1,1,2,,3,4,4,3,3,4,3,4,4,3,3,3,3,3,,3,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,3,3,4,4,1,50,4,,1,10000
13-06-25 20:43,2,2,,,8,,,,,,5.5,5.5,8.5,,70,33,33,0,0,0,15,0,33,0,0,0,33,33,5,0,0,0,5,0,5,0,0,0,15,15,5,0,0,0,5,0,5,0,0,0,1.5,5,5,5,3,3,5,4,3,1,,1,5,3,1,1,5,1,3,2,4,1,1,1,4,,3,,,,,,,,,,,,,,,,,,4,3,1,2,4,3,2,1,1,5,1,3,2,4,4,5,5,5,4,3,3,3,2,3,2,2,3,2,4,4,1,1,1,1,1,0,50,5,,1,4500
13-06-25 20:59,2,2,,,8,,,,,,3.5,3.5,3.5,,33,33,15,0,0,0,0,15,0,0,0,0,15,0,5,0,0,0,0,5,0,0,0,0,33,33,15,0,0,0,0,5,0,0,0,0,8.5,,,,,,,,,,,2,2,3,2,2,2,3,2,3,3,2,2,4,3,,,4,3,4,3,3,1,4,4,4,2,4,3,2,,3,4,4,5,5,5,5,5,4,5,5,1,5,5,3,4,5,5,5,5,5,2,5,5,4,4,1,2,1,4,2,4,4,5,4,1,4,3,1,40,4,,2,1350
13-06-25 21:01,2,2,,,8,,,,,,3.5,3.5,3.5,,5,0,33,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,33,52,15,52,52,52,52,33,52,52,52,52,8.5,,,,,,,,,,,2,1,1,1,1,3,1,3,3,2,1,1,4,1,,,3,2,2,4,1,1,4,1,1,5,5,1,1,,4,4,2,3,4,4,3,3,3,3,4,3,5,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,4,1,1,1,4,2,1,2,4,1,40,4,,1,7000
