Quarters,NonUsers,Users,FrequentUsers,Label
68,431,62,7,"No-learning, No-expansion, Implemented"
69,431,62,7,"No-learning, No-expansion, Implemented"
70,431,62,7,"No-learning, No-expansion, Implemented"
71,431,62,7,"No-learning, No-expansion, Implemented"
72,431,62,7,"No-learning, No-expansion, Implemented"
73,431,62,7,"No-learning, No-expansion, Implemented"
74,431,62,7,"No-learning, No-expansion, Implemented"
75,431,62,7,"No-learning, No-expansion, Implemented"
76,431,62,7,"No-learning, No-expansion, Implemented"
77,431,62,7,"No-learning, No-expansion, Implemented"
78,431,62,7,"No-learning, No-expansion, Implemented"
79,431,62,7,"No-learning, No-expansion, Implemented"
80,431,62,7,"No-learning, No-expansion, Implemented"
81,431,62,7,"No-learning, No-expansion, Implemented"
82,431,62,7,"No-learning, No-expansion, Implemented"
83,431,62,7,"No-learning, No-expansion, Implemented"
84,431,62,7,"No-learning, No-expansion, Implemented"
85,431,62,7,"No-learning, No-expansion, Implemented"
86,431,62,7,"No-learning, No-expansion, Implemented"
87,431,62,7,"No-learning, No-expansion, Implemented"
88,431,62,7,"No-learning, No-expansion, Implemented"
89,431,62,7,"No-learning, No-expansion, Implemented"
90,431,62,7,"No-learning, No-expansion, Implemented"
91,431,62,7,"No-learning, No-expansion, Implemented"
92,431,62,7,"No-learning, No-expansion, Implemented"
93,431,62,7,"No-learning, No-expansion, Implemented"
94,431,62,7,"No-learning, No-expansion, Implemented"
95,431,62,7,"No-learning, No-expansion, Implemented"
96,431,62,7,"No-learning, No-expansion, Implemented"
97,431,62,7,"No-learning, No-expansion, Implemented"
98,431,62,7,"No-learning, No-expansion, Implemented"
99,431,62,7,"No-learning, No-expansion, Implemented"
100,431,62,7,"No-learning, No-expansion, Implemented"
101,431,62,7,"No-learning, No-expansion, Implemented"
102,431,62,7,"No-learning, No-expansion, Implemented"
103,431,62,7,"No-learning, No-expansion, Implemented"
104,431,62,7,"No-learning, No-expansion, Implemented"
105,431,62,7,"No-learning, No-expansion, Implemented"
106,431,62,7,"No-learning, No-expansion, Implemented"
107,431,62,7,"No-learning, No-expansion, Implemented"
108,431,62,7,"No-learning, No-expansion, Implemented"
1,462,38,0,"No-learning, No-expansion, Implemented"
2,460,40,0,"No-learning, No-expansion, Implemented"
3,456,44,0,"No-learning, No-expansion, Implemented"
4,456,44,0,"No-learning, No-expansion, Implemented"
5,455,45,0,"No-learning, No-expansion, Implemented"
6,455,45,0,"No-learning, No-expansion, Implemented"
7,455,45,0,"No-learning, No-expansion, Implemented"
8,455,45,0,"No-learning, No-expansion, Implemented"
9,454,46,0,"No-learning, No-expansion, Implemented"
10,452,48,0,"No-learning, No-expansion, Implemented"
11,452,48,0,"No-learning, No-expansion, Implemented"
12,452,48,0,"No-learning, No-expansion, Implemented"
13,452,48,0,"No-learning, No-expansion, Implemented"
14,451,49,0,"No-learning, No-expansion, Implemented"
15,451,49,0,"No-learning, No-expansion, Implemented"
16,450,50,0,"No-learning, No-expansion, Implemented"
17,450,50,0,"No-learning, No-expansion, Implemented"
18,448,52,0,"No-learning, No-expansion, Implemented"
19,448,52,0,"No-learning, No-expansion, Implemented"
20,448,52,0,"No-learning, No-expansion, Implemented"
21,448,52,0,"No-learning, No-expansion, Implemented"
22,448,52,0,"No-learning, No-expansion, Implemented"
23,448,52,0,"No-learning, No-expansion, Implemented"
24,448,52,0,"No-learning, No-expansion, Implemented"
25,440,52,8,"No-learning, No-expansion, Implemented"
26,440,52,8,"No-learning, No-expansion, Implemented"
27,440,52,8,"No-learning, No-expansion, Implemented"
28,440,52,8,"No-learning, No-expansion, Implemented"
29,440,52,8,"No-learning, No-expansion, Implemented"
30,440,52,8,"No-learning, No-expansion, Implemented"
31,439,53,8,"No-learning, No-expansion, Implemented"
32,439,53,8,"No-learning, No-expansion, Implemented"
33,439,53,8,"No-learning, No-expansion, Implemented"
34,439,53,8,"No-learning, No-expansion, Implemented"
35,439,53,8,"No-learning, No-expansion, Implemented"
36,439,53,8,"No-learning, No-expansion, Implemented"
37,438,54,8,"No-learning, No-expansion, Implemented"
38,438,54,8,"No-learning, No-expansion, Implemented"
39,438,54,8,"No-learning, No-expansion, Implemented"
40,438,54,8,"No-learning, No-expansion, Implemented"
41,438,54,8,"No-learning, No-expansion, Implemented"
42,438,54,8,"No-learning, No-expansion, Implemented"
43,438,54,8,"No-learning, No-expansion, Implemented"
44,438,54,8,"No-learning, No-expansion, Implemented"
45,438,54,8,"No-learning, No-expansion, Implemented"
46,438,54,8,"No-learning, No-expansion, Implemented"
47,438,54,8,"No-learning, No-expansion, Implemented"
48,438,54,8,"No-learning, No-expansion, Implemented"
49,438,54,8,"No-learning, No-expansion, Implemented"
50,438,54,8,"No-learning, No-expansion, Implemented"
51,438,54,8,"No-learning, No-expansion, Implemented"
52,438,54,8,"No-learning, No-expansion, Implemented"
53,438,54,8,"No-learning, No-expansion, Implemented"
54,438,54,8,"No-learning, No-expansion, Implemented"
55,438,54,8,"No-learning, No-expansion, Implemented"
56,438,54,8,"No-learning, No-expansion, Implemented"
57,438,54,8,"No-learning, No-expansion, Implemented"
58,438,54,8,"No-learning, No-expansion, Implemented"
59,438,54,8,"No-learning, No-expansion, Implemented"
60,438,54,8,"No-learning, No-expansion, Implemented"
61,438,54,8,"No-learning, No-expansion, Implemented"
62,438,54,8,"No-learning, No-expansion, Implemented"
63,438,54,8,"No-learning, No-expansion, Implemented"
64,438,54,8,"No-learning, No-expansion, Implemented"
65,438,54,8,"No-learning, No-expansion, Implemented"
66,438,54,8,"No-learning, No-expansion, Implemented"
67,438,54,8,"No-learning, No-expansion, Implemented"
68,438,54,8,"No-learning, No-expansion, Implemented"
69,438,54,8,"No-learning, No-expansion, Implemented"
70,438,54,8,"No-learning, No-expansion, Implemented"
71,438,54,8,"No-learning, No-expansion, Implemented"
72,438,54,8,"No-learning, No-expansion, Implemented"
73,438,54,8,"No-learning, No-expansion, Implemented"
74,438,54,8,"No-learning, No-expansion, Implemented"
75,438,54,8,"No-learning, No-expansion, Implemented"
76,438,54,8,"No-learning, No-expansion, Implemented"
77,438,54,8,"No-learning, No-expansion, Implemented"
78,438,54,8,"No-learning, No-expansion, Implemented"
79,438,54,8,"No-learning, No-expansion, Implemented"
80,438,54,8,"No-learning, No-expansion, Implemented"
81,437,55,8,"No-learning, No-expansion, Implemented"
82,437,55,8,"No-learning, No-expansion, Implemented"
83,437,55,8,"No-learning, No-expansion, Implemented"
84,437,55,8,"No-learning, No-expansion, Implemented"
85,437,55,8,"No-learning, No-expansion, Implemented"
86,437,55,8,"No-learning, No-expansion, Implemented"
87,437,55,8,"No-learning, No-expansion, Implemented"
88,436,56,8,"No-learning, No-expansion, Implemented"
89,436,56,8,"No-learning, No-expansion, Implemented"
90,436,56,8,"No-learning, No-expansion, Implemented"
91,435,57,8,"No-learning, No-expansion, Implemented"
92,435,57,8,"No-learning, No-expansion, Implemented"
93,435,57,8,"No-learning, No-expansion, Implemented"
94,435,57,8,"No-learning, No-expansion, Implemented"
95,435,57,8,"No-learning, No-expansion, Implemented"
96,435,57,8,"No-learning, No-expansion, Implemented"
97,435,57,8,"No-learning, No-expansion, Implemented"
98,435,57,8,"No-learning, No-expansion, Implemented"
99,435,57,8,"No-learning, No-expansion, Implemented"
100,435,57,8,"No-learning, No-expansion, Implemented"
101,435,57,8,"No-learning, No-expansion, Implemented"
102,435,57,8,"No-learning, No-expansion, Implemented"
103,435,57,8,"No-learning, No-expansion, Implemented"
104,435,57,8,"No-learning, No-expansion, Implemented"
105,435,57,8,"No-learning, No-expansion, Implemented"
106,435,57,8,"No-learning, No-expansion, Implemented"
107,435,57,8,"No-learning, No-expansion, Implemented"
108,435,57,8,"No-learning, No-expansion, Implemented"
