Quarters,Knowledge,Motivation,Consideration,Action,Habit,Label
1,234,198,99,44,0,"No-learning, No-expansion, Implemented"
2,234,198,96,47,0,"No-learning, No-expansion, Implemented"
3,234,198,93,50,0,"No-learning, No-expansion, Implemented"
4,234,198,91,52,0,"No-learning, No-expansion, Implemented"
5,234,198,90,53,0,"No-learning, No-expansion, Implemented"
6,234,198,88,55,0,"No-learning, No-expansion, Implemented"
7,234,198,87,56,0,"No-learning, No-expansion, Implemented"
8,234,198,87,56,0,"No-learning, No-expansion, Implemented"
9,234,198,87,56,0,"No-learning, No-expansion, Implemented"
10,234,198,86,57,0,"No-learning, No-expansion, Implemented"
11,234,198,86,57,0,"No-learning, No-expansion, Implemented"
12,234,198,85,58,0,"No-learning, No-expansion, Implemented"
13,234,198,85,58,0,"No-learning, No-expansion, Implemented"
14,234,198,84,59,0,"No-learning, No-expansion, Implemented"
15,234,198,84,59,0,"No-learning, No-expansion, Implemented"
16,234,198,83,60,0,"No-learning, No-expansion, Implemented"
17,234,198,82,61,0,"No-learning, No-expansion, Implemented"
18,234,198,82,61,0,"No-learning, No-expansion, Implemented"
19,234,198,82,61,0,"No-learning, No-expansion, Implemented"
20,234,198,82,61,0,"No-learning, No-expansion, Implemented"
21,234,198,81,62,0,"No-learning, No-expansion, Implemented"
22,234,198,81,62,0,"No-learning, No-expansion, Implemented"
23,234,198,81,62,0,"No-learning, No-expansion, Implemented"
24,234,198,81,62,0,"No-learning, No-expansion, Implemented"
25,234,198,79,68,7,"No-learning, No-expansion, Implemented"
26,234,198,79,68,7,"No-learning, No-expansion, Implemented"
27,234,198,79,68,7,"No-learning, No-expansion, Implemented"
28,234,198,79,68,7,"No-learning, No-expansion, Implemented"
29,234,198,79,68,7,"No-learning, No-expansion, Implemented"
30,234,198,79,68,7,"No-learning, No-expansion, Implemented"
31,234,198,79,68,7,"No-learning, No-expansion, Implemented"
32,234,198,79,68,7,"No-learning, No-expansion, Implemented"
33,234,198,78,69,7,"No-learning, No-expansion, Implemented"
34,234,198,78,69,7,"No-learning, No-expansion, Implemented"
35,234,198,78,69,7,"No-learning, No-expansion, Implemented"
36,234,198,78,69,7,"No-learning, No-expansion, Implemented"
37,234,198,78,69,7,"No-learning, No-expansion, Implemented"
38,234,198,78,69,7,"No-learning, No-expansion, Implemented"
39,234,198,78,69,7,"No-learning, No-expansion, Implemented"
40,234,198,78,69,7,"No-learning, No-expansion, Implemented"
41,234,198,78,69,7,"No-learning, No-expansion, Implemented"
42,234,198,78,69,7,"No-learning, No-expansion, Implemented"
43,234,198,78,69,7,"No-learning, No-expansion, Implemented"
44,234,198,78,69,7,"No-learning, No-expansion, Implemented"
45,234,198,78,69,7,"No-learning, No-expansion, Implemented"
46,234,198,78,69,7,"No-learning, No-expansion, Implemented"
47,234,198,78,69,7,"No-learning, No-expansion, Implemented"
48,234,198,78,69,7,"No-learning, No-expansion, Implemented"
49,234,198,78,69,7,"No-learning, No-expansion, Implemented"
50,234,198,78,69,7,"No-learning, No-expansion, Implemented"
51,234,198,78,69,7,"No-learning, No-expansion, Implemented"
52,234,198,78,69,7,"No-learning, No-expansion, Implemented"
53,234,198,78,69,7,"No-learning, No-expansion, Implemented"
54,234,198,78,69,7,"No-learning, No-expansion, Implemented"
55,234,198,78,69,7,"No-learning, No-expansion, Implemented"
56,234,198,78,69,7,"No-learning, No-expansion, Implemented"
57,234,198,78,69,7,"No-learning, No-expansion, Implemented"
58,234,198,78,69,7,"No-learning, No-expansion, Implemented"
59,234,198,78,69,7,"No-learning, No-expansion, Implemented"
60,234,198,78,69,7,"No-learning, No-expansion, Implemented"
61,234,198,78,69,7,"No-learning, No-expansion, Implemented"
62,234,198,78,69,7,"No-learning, No-expansion, Implemented"
63,234,198,78,69,7,"No-learning, No-expansion, Implemented"
64,234,198,78,69,7,"No-learning, No-expansion, Implemented"
65,234,198,78,69,7,"No-learning, No-expansion, Implemented"
66,234,198,78,69,7,"No-learning, No-expansion, Implemented"
67,234,198,78,69,7,"No-learning, No-expansion, Implemented"
68,234,198,78,69,7,"No-learning, No-expansion, Implemented"
69,234,198,78,69,7,"No-learning, No-expansion, Implemented"
70,234,198,78,69,7,"No-learning, No-expansion, Implemented"
71,234,198,78,69,7,"No-learning, No-expansion, Implemented"
72,234,198,78,69,7,"No-learning, No-expansion, Implemented"
73,234,198,78,69,7,"No-learning, No-expansion, Implemented"
74,234,198,78,69,7,"No-learning, No-expansion, Implemented"
75,234,198,78,69,7,"No-learning, No-expansion, Implemented"
76,234,198,78,69,7,"No-learning, No-expansion, Implemented"
77,234,198,78,69,7,"No-learning, No-expansion, Implemented"
78,234,198,78,69,7,"No-learning, No-expansion, Implemented"
79,234,198,78,69,7,"No-learning, No-expansion, Implemented"
80,234,198,78,69,7,"No-learning, No-expansion, Implemented"
81,234,198,78,69,7,"No-learning, No-expansion, Implemented"
82,234,198,78,69,7,"No-learning, No-expansion, Implemented"
83,234,198,78,69,7,"No-learning, No-expansion, Implemented"
84,234,198,78,69,7,"No-learning, No-expansion, Implemented"
85,234,198,78,69,7,"No-learning, No-expansion, Implemented"
86,234,198,78,69,7,"No-learning, No-expansion, Implemented"
87,234,198,78,69,7,"No-learning, No-expansion, Implemented"
88,234,198,78,69,7,"No-learning, No-expansion, Implemented"
89,234,198,78,69,7,"No-learning, No-expansion, Implemented"
90,234,198,78,69,7,"No-learning, No-expansion, Implemented"
91,234,198,78,69,7,"No-learning, No-expansion, Implemented"
92,234,198,78,69,7,"No-learning, No-expansion, Implemented"
93,234,198,78,69,7,"No-learning, No-expansion, Implemented"
94,234,198,78,69,7,"No-learning, No-expansion, Implemented"
95,234,198,78,69,7,"No-learning, No-expansion, Implemented"
96,234,198,78,69,7,"No-learning, No-expansion, Implemented"
97,234,198,78,69,7,"No-learning, No-expansion, Implemented"
98,234,198,78,69,7,"No-learning, No-expansion, Implemented"
99,234,198,78,69,7,"No-learning, No-expansion, Implemented"
100,234,198,78,69,7,"No-learning, No-expansion, Implemented"
101,234,198,78,69,7,"No-learning, No-expansion, Implemented"
102,234,198,78,69,7,"No-learning, No-expansion, Implemented"
103,234,198,78,69,7,"No-learning, No-expansion, Implemented"
104,234,198,78,69,7,"No-learning, No-expansion, Implemented"
105,234,198,78,69,7,"No-learning, No-expansion, Implemented"
106,234,198,78,69,7,"No-learning, No-expansion, Implemented"
107,234,198,78,69,7,"No-learning, No-expansion, Implemented"
108,234,198,78,69,7,"No-learning, No-expansion, Implemented"
1,226,212,94,38,0,"No-learning, No-expansion, Implemented"
2,226,212,92,40,0,"No-learning, No-expansion, Implemented"
3,226,212,88,44,0,"No-learning, No-expansion, Implemented"
4,226,212,88,44,0,"No-learning, No-expansion, Implemented"
5,226,212,87,45,0,"No-learning, No-expansion, Implemented"
6,226,212,87,45,0,"No-learning, No-expansion, Implemented"
7,226,212,87,45,0,"No-learning, No-expansion, Implemented"
8,226,212,87,45,0,"No-learning, No-expansion, Implemented"
9,226,212,86,46,0,"No-learning, No-expansion, Implemented"
10,226,212,84,48,0,"No-learning, No-expansion, Implemented"
11,226,212,84,48,0,"No-learning, No-expansion, Implemented"
12,226,212,84,48,0,"No-learning, No-expansion, Implemented"
13,226,212,84,48,0,"No-learning, No-expansion, Implemented"
14,226,212,83,49,0,"No-learning, No-expansion, Implemented"
15,226,212,83,49,0,"No-learning, No-expansion, Implemented"
16,226,212,82,50,0,"No-learning, No-expansion, Implemented"
17,226,212,82,50,0,"No-learning, No-expansion, Implemented"
18,226,212,80,52,0,"No-learning, No-expansion, Implemented"
19,226,212,80,52,0,"No-learning, No-expansion, Implemented"
20,226,212,80,52,0,"No-learning, No-expansion, Implemented"
21,226,212,80,52,0,"No-learning, No-expansion, Implemented"
22,226,212,80,52,0,"No-learning, No-expansion, Implemented"
23,226,212,80,52,0,"No-learning, No-expansion, Implemented"
24,226,212,80,52,0,"No-learning, No-expansion, Implemented"
25,226,212,79,60,8,"No-learning, No-expansion, Implemented"
26,226,212,79,60,8,"No-learning, No-expansion, Implemented"
27,226,212,79,60,8,"No-learning, No-expansion, Implemented"
28,226,212,79,60,8,"No-learning, No-expansion, Implemented"
29,226,212,79,60,8,"No-learning, No-expansion, Implemented"
30,226,212,79,60,8,"No-learning, No-expansion, Implemented"
31,226,212,78,61,8,"No-learning, No-expansion, Implemented"
32,226,212,78,61,8,"No-learning, No-expansion, Implemented"
33,226,212,78,61,8,"No-learning, No-expansion, Implemented"
34,226,212,78,61,8,"No-learning, No-expansion, Implemented"
35,226,212,78,61,8,"No-learning, No-expansion, Implemented"
36,226,212,78,61,8,"No-learning, No-expansion, Implemented"
37,226,212,77,62,8,"No-learning, No-expansion, Implemented"
38,226,212,77,62,8,"No-learning, No-expansion, Implemented"
39,226,212,77,62,8,"No-learning, No-expansion, Implemented"
40,226,212,77,62,8,"No-learning, No-expansion, Implemented"
41,226,212,77,62,8,"No-learning, No-expansion, Implemented"
42,226,212,77,62,8,"No-learning, No-expansion, Implemented"
43,226,212,77,62,8,"No-learning, No-expansion, Implemented"
44,226,212,77,62,8,"No-learning, No-expansion, Implemented"
45,226,212,77,62,8,"No-learning, No-expansion, Implemented"
46,226,212,77,62,8,"No-learning, No-expansion, Implemented"
47,226,212,77,62,8,"No-learning, No-expansion, Implemented"
48,226,212,77,62,8,"No-learning, No-expansion, Implemented"
49,226,212,77,62,8,"No-learning, No-expansion, Implemented"
50,226,212,77,62,8,"No-learning, No-expansion, Implemented"
51,226,212,77,62,8,"No-learning, No-expansion, Implemented"
52,226,212,77,62,8,"No-learning, No-expansion, Implemented"
53,226,212,77,62,8,"No-learning, No-expansion, Implemented"
54,226,212,77,62,8,"No-learning, No-expansion, Implemented"
55,226,212,77,62,8,"No-learning, No-expansion, Implemented"
56,226,212,77,62,8,"No-learning, No-expansion, Implemented"
57,226,212,77,62,8,"No-learning, No-expansion, Implemented"
58,226,212,77,62,8,"No-learning, No-expansion, Implemented"
59,226,212,77,62,8,"No-learning, No-expansion, Implemented"
60,226,212,77,62,8,"No-learning, No-expansion, Implemented"
61,226,212,77,62,8,"No-learning, No-expansion, Implemented"
62,226,212,77,62,8,"No-learning, No-expansion, Implemented"
63,226,212,77,62,8,"No-learning, No-expansion, Implemented"
64,226,212,77,62,8,"No-learning, No-expansion, Implemented"
65,226,212,77,62,8,"No-learning, No-expansion, Implemented"
66,226,212,77,62,8,"No-learning, No-expansion, Implemented"
67,226,212,77,62,8,"No-learning, No-expansion, Implemented"
68,226,212,77,62,8,"No-learning, No-expansion, Implemented"
69,226,212,77,62,8,"No-learning, No-expansion, Implemented"
70,226,212,77,62,8,"No-learning, No-expansion, Implemented"
71,226,212,77,62,8,"No-learning, No-expansion, Implemented"
72,226,212,77,62,8,"No-learning, No-expansion, Implemented"
73,226,212,77,62,8,"No-learning, No-expansion, Implemented"
74,226,212,77,62,8,"No-learning, No-expansion, Implemented"
75,226,212,77,62,8,"No-learning, No-expansion, Implemented"
76,226,212,77,62,8,"No-learning, No-expansion, Implemented"
77,226,212,77,62,8,"No-learning, No-expansion, Implemented"
78,226,212,77,62,8,"No-learning, No-expansion, Implemented"
79,226,212,77,62,8,"No-learning, No-expansion, Implemented"
80,226,212,77,62,8,"No-learning, No-expansion, Implemented"
81,226,212,76,63,8,"No-learning, No-expansion, Implemented"
82,226,212,76,63,8,"No-learning, No-expansion, Implemented"
83,226,212,76,63,8,"No-learning, No-expansion, Implemented"
84,226,212,76,63,8,"No-learning, No-expansion, Implemented"
85,226,212,76,63,8,"No-learning, No-expansion, Implemented"
86,226,212,76,63,8,"No-learning, No-expansion, Implemented"
87,226,212,76,63,8,"No-learning, No-expansion, Implemented"
88,226,212,75,64,8,"No-learning, No-expansion, Implemented"
89,226,212,75,64,8,"No-learning, No-expansion, Implemented"
90,226,212,75,64,8,"No-learning, No-expansion, Implemented"
91,226,212,74,65,8,"No-learning, No-expansion, Implemented"
92,226,212,74,65,8,"No-learning, No-expansion, Implemented"
93,226,212,74,65,8,"No-learning, No-expansion, Implemented"
94,226,212,74,65,8,"No-learning, No-expansion, Implemented"
95,226,212,74,65,8,"No-learning, No-expansion, Implemented"
96,226,212,74,65,8,"No-learning, No-expansion, Implemented"
97,226,212,74,65,8,"No-learning, No-expansion, Implemented"
98,226,212,74,65,8,"No-learning, No-expansion, Implemented"
99,226,212,74,65,8,"No-learning, No-expansion, Implemented"
100,226,212,74,65,8,"No-learning, No-expansion, Implemented"
101,226,212,74,65,8,"No-learning, No-expansion, Implemented"
102,226,212,74,65,8,"No-learning, No-expansion, Implemented"
103,226,212,74,65,8,"No-learning, No-expansion, Implemented"
104,226,212,74,65,8,"No-learning, No-expansion, Implemented"
105,226,212,74,65,8,"No-learning, No-expansion, Implemented"
106,226,212,74,65,8,"No-learning, No-expansion, Implemented"
107,226,212,74,65,8,"No-learning, No-expansion, Implemented"
108,226,212,74,65,8,"No-learning, No-expansion, Implemented"
